id,project_id,sub_names,weight_percentage,lng,lat,district
368,p001,江桥镇,0.006807801915747444,121.33806,31.245433,嘉定区
369,p001,新成路街道,0.001973186330637843,121.276693,31.391538,嘉定区
370,p001,徐行镇,0.005622096409485975,121.259557,31.422107,嘉定区
371,p001,华亭镇,0.0015500212416059912,121.258132,31.473571,嘉定区
372,p001,外冈镇,0.0027312603430196215,121.167864,31.371271,嘉定区
373,p001,安亭镇,0.007740780354514107,121.207098,31.304634,嘉定区
374,p001,嘉定工业区,0.0025598575793018613,121.200298,31.415894,嘉定区
375,p001,半淞园路街道,0.0057051526286071505,121.501904,31.209333,黄浦区
376,p001,南京东路街道,0.004257471441247051,121.480382,31.238915,黄浦区
377,p001,老西门街道,0.0047115077981003855,121.496759,31.22208,黄浦区
378,p001,淮海中路街道,0.0037119168676521,121.482221,31.220757,黄浦区
379,p001,五里桥街道,0.005201867062251709,121.487871,31.206326,黄浦区
380,p001,外滩街道,0.0040919501451934905,121.494082,31.240737,黄浦区
381,p001,瑞金二路街道,0.003159769880417028,121.47165,31.222182,黄浦区
382,p001,豫园街道,0.0037395145223739134,121.497699,31.231422,黄浦区
383,p001,打浦桥街道,0.003630933586077557,121.48205,31.214108,黄浦区
384,p001,小东门街道,0.004604865806932989,121.507741,31.228552,黄浦区
385,p001,欧阳路街道,0.0032311656294742785,121.496728,31.27714,虹口区
386,p001,江湾镇街道,0.005679930576337494,121.481619999999,31.308513,虹口区
387,p001,广中路街道,0.005414436944685303,121.482605,31.281383,虹口区
388,p001,曲阳路街道,0.004527030552138579,121.497489999999,31.2902289999999,虹口区
389,p001,凉城新村街道,0.004322889564217871,121.475417,31.2953,虹口区
390,p001,四川北路街道,0.003854667379862459,121.490695,31.2616219999999,虹口区
391,p001,嘉兴路街道,0.005233115609308506,121.505522,31.269595,虹口区
392,p001,提篮桥街道,0.004935709776361694,121.509853,31.2581369999999,虹口区
393,p001,上海市奉贤区海湾旅游区,0.0010359117364738147,121.538591,30.82934,奉贤区
394,p001,海湾镇,0.0011962399171187158,121.565011,30.868765,奉贤区
395,p001,金汇镇,0.003710079861461211,121.567054,30.977676,奉贤区
396,p001,四团镇,0.00267673236705721,121.733082,30.941262,奉贤区
397,p001,临海社区,0.0006479124942023433,121.480539,31.235929,奉贤区
398,p001,南桥镇,0.013785701355139244,121.445490999999,30.932118,奉贤区
399,p001,庄行镇,0.002622589027808587,121.398368999999,30.9256289999999,奉贤区
400,p001,青村镇,0.0033236780162939363,121.587991999999,30.929761,奉贤区
401,p001,上海海港综合经济开发区,0.0004403350014116034,121.728971,30.903684,奉贤区
402,p001,奉城镇,0.007093155811772772,121.661190999999,30.934233,奉贤区
403,p001,奉贤区现代农业园区,0.0007024341645324557,121.504393999999,30.961407,奉贤区
404,p001,上海工业综合开发区,0.002194318574683902,121.467158,30.958273,奉贤区
405,p001,柘林镇,0.0024913923178527496,121.46823,30.8653479999999,奉贤区
406,p001,宝山城市工业园区,0.0001401715572001855,121.354326,31.311631,宝山区
407,p001,淞南镇,0.00521942318760208,121.490525,31.344618,宝山区
408,p001,高境镇,0.005226185849684396,121.486175,31.325908,宝山区
409,p001,庙行镇,0.0036729456441952847,121.439662,31.333837,宝山区
410,p001,大场镇,0.0141051932989171,121.401293,31.307812,宝山区
411,p001,吴淞街道,0.004229984133578011,121.499616999999,31.379056,宝山区
412,p001,张庙街道,0.006975994122688499,121.457255,31.343652,宝山区
413,p001,友谊路街道,0.005607436091673556,121.494788999999,31.407158,宝山区
414,p001,顾村镇,0.009444939864687734,121.399915,31.3620409999999,宝山区
415,p001,罗店镇,0.004426962059126015,121.353291,31.413261,宝山区
416,p001,杨行镇,0.00804482273992216,121.446941999999,31.37814,宝山区
417,p001,月浦镇,0.005467428477081611,121.429,31.422565,宝山区
418,p001,罗泾镇,0.002095031964750247,121.336295999999,31.494411,宝山区
