,年份,生活垃圾清运量,常住人口,城镇人口比重,户数,平均每户人数,性别比例,年龄构成(0-14),年龄构成(15-64),年龄构成(65以上),城市居民人均可支配收入,城市居民人均消费支出,一般公共财政支出,国内生产总值,第一产业生产总值,第二产业生产总值,第三产业生产总值,人均生产总值,"就业人员受教育程度
（大学本科及以上）"
431,2013,437.3,3764,51.31,1263.5042,3.13,107.08,15.082252197147731,75.08611531403922,9.828413224736824,22345.9,16398.6,3665.07,16045.21,1526.05,8911.64,5607.52,42692.0,7.1800000000000015
432,2014,517.9,3775,52.57,1265.6542,3.11,106.92,14.91,74.48,10.61,24365.8,17546.0,3962.5,17689.94,1564.94,9577.24,6547.76,46929.0,8.41
433,2015,522.7,3793,53.92,834.4897,3.11,106.97,15.05,74.6,10.35,26420.2,18463.9,4376.06,18021.86,1597.63,9082.13,7342.1,47626.0,7.6
434,2016,532.8,3813,55.34,1281.5509,3.09,106.81,14.84,74.42,10.74,28440.1,19368.9,4389.37,19399.59,1693.85,9490.72,8215.02,51015.0,8.299999999999999
435,2017,379.2,3835,56.79,1300.2514,3.06,106.44,15.633985275996082,73.27245726563241,11.096717115864642,30810.3,20388.2,4833.19,21898.81,1741.45,10882.88,9274.48,57266.0,8.899999999999997
436,2018,650.2,3864,58.13,1318.1847,3.07,101.93,14.376341371039011,74.46029541724529,11.160207044565079,33319.3,21966.4,5302.44,24438.32,1830.19,12157.48,10450.65,63477.0,9.4
437,2000,373.44,8329,26.69,2465.8853,3.41,107.67,22.65,69.9,7.45,5894.27,4855.78,187.6433,4010.25,945.58,1700.49,1364.18,4783.765793793182,11.40996265411377
438,2001,433.6,8143,-49.125,2480.0542,3.4,107.74,22.669557884592212,69.09528972412963,8.23515239127816,6360.47,5176.17,594.0981,4421.76,981.68,1756.86,1683.22,5250.0,16.775909423828125
439,2002,471.1,8110,712.0,2553.286,3.32,107.75,21.020022402688326,70.36427704657893,8.615700550732756,6610.8,5413.08,701.6201,4875.12,1027.62,1982.44,1865.06,5766.0,23.3671875
440,2003,544.1,8176,-81920.0,2553.1653,3.34,107.8,20.02589253431927,71.29660947760063,8.676331657705362,7041.87,5759.21,732.2993,5456.32,1128.61,2266.06,2061.65,6418.0,-51.5
441,2004,579.9,8090,-33822867456.0,2606.055,3.3,107.85,19.625761019324298,71.61530399557225,8.758934985103451,7710.0,6371.0,895.2534,6556.013410000001,1394.25829,2689.9954800000005,2471.7596399999998,8113.0,221184.0
442,2005,600.7,8212,33.0,2656.3878,3.25,107.82,21.850417061864253,67.2322860252307,10.917296912905043,8386.0,6891.27,1082.1769,7385.11,1481.14,3067.23,2836.74,9060.0,113816633344.0
443,2006,527.1,8169,34.3,2726.4957,3.1991696887693606,107.56952781974242,19.890204915884908,68.8092867250144,11.300508359100675,9350.1,7524.81,1347.3951,8637.81,1595.48,3775.19,3267.14,10546.0,1.0926741167174625
444,2007,548.53,8127,35.6,2791.5271,3.16,107.48,19.138043377082752,69.87540059307722,10.985226260289092,11098.3,8692.0,1759.1304,10505.3,2032.0,4641.3,3832.0,12893.0,1.47
445,2008,550.96,8138,37.4,2859.6158,3.1150293686305695,107.15142016644,17.35438539377662,71.19720029299259,11.448414313230787,12633.4,9679.1,2948.8269,12506.25,2366.15,5790.1,4350.0,15378.0,1.0409575052157678
446,2009,590.08,8185,38.7,2976.3179,3.02,106.76,17.209642477680728,70.59513460556637,12.195222916752908,13839.4,10860.2,3590.7175,14151.28,2240.61,6711.87,5198.8,17339.0,2.06
447,2010,656.03,8045,40.18,3041.2583,2.96,106.41,16.97033388044457,72.07993013662393,10.949735982931482,15461.0,12105.1,4674.92,21026.68,2983.51,11029.13,7014.04,26133.0,2.51
448,2011,669.0,8050,41.83,3112.1316,2.91,106.21,16.1987292263402,71.76672434098609,12.034546432673714,17899.0,13696.0,4674.92,21026.68,2983.51,11029.13,7014.04,26133.0,3.4000000000000004
449,2012,702.8,8076,43.53,3167.3597,2.87,106.18,16.230374261716086,71.95559908586354,11.814026652420385,20306.99,15050.0,5450.99,23872.8,3297.21,12333.28,8242.31,29608.0,3.78
450,2013,750.7,8107,44.9,3206.8298,2.85,106.07,16.55057993542987,70.69084060743752,12.758579457132607,22227.5,16098.2,6220.91,26260.77,3425.61,13579.03,9256.13,32454.0,4.25
451,2014,780.0,8140,46.3,3245.8034,2.82,105.88,16.21,69.8,13.99,24234.4,17759.9,6796.61,28536.66,3531.05,13962.41,11043.2,35128.0,3.88
452,2015,823.6,8204,47.69,1305.2717,2.81,105.84,15.88,71.18,12.94,26205.3,19276.8,7497.51,30053.1,3677.3,13248.08,13127.72,36775.0,5.0
453,2016,886.7,8262,49.21,3235.125,2.82,105.75,15.96,70.34,13.7,28335.3,20659.8,8008.89,32934.54,3929.33,13448.92,15556.29,40003.0,5.5
454,2017,989.9,8302,50.79,3249.0005,2.8,105.46,15.828827121806178,70.24151350405924,13.929659374134589,30726.9,21990.6,8694.76,36980.22,4262.35,14328.13,18389.74,44651.0,5.5
455,2018,1013.1,8341,52.29,3252.1536,2.72,101.6,16.365738031136605,68.6453821842444,14.988879784618984,33215.9,23483.9,9707.5,40678.13,4426.66,15322.72,20928.75,48883.0,5.4
456,2000,33.26,258,18.93,49.9557,5.03,98.94,31.2,64.3,4.5,7426.32,5554.42,59.9693,117.464,36.32,27.214000000000002,53.93,4558.699111266348,5.879944026470184
457,2001,20.1,264,-63.8125,55.8074,4.55,98.7,27.30923694779117,66.50602409638553,6.184738955823294,7869.16,5994.39,104.569,138.73,37.47,32.18,69.08,5307.0,7.523323059082031
458,2002,-2097152000.0,268,-432.0,50.913999999999994,5.02,99.47,25.29704867765427,68.30203142966654,6.4009198926791875,-4429185024.0,-872415232.0,137.8433,161.42,39.68,32.93,88.81,6093.0,10.15625
459,2003,38.0,272,1417216.0,54.333999999999996,4.77,99.84,26.95223654283548,66.98256254738439,6.0652009097801365,8765.45,8045.34,145.9054,184.5,40.62,47.99,95.89,6871.0,228.25
460,2004,38.0,276,3985729650688.0,56.388000000000005,4.66,100.99,24.772382397572077,68.77845220030349,6.411229135053111,9106.0,8338.0,133.8335,211.54,43.33,57.61,110.6,7779.0,-204800.0
461,2005,44.5,280,20.85,58.8852,4.54,102.06,27.300496372661318,66.53848251786397,6.161021109474717,9431.2,8617.11,185.4502,251.21,48.04,63.52,139.65,9114.0,-70866960384.0
462,2006,150.0,285,21.13,59.6779,4.500503536485032,100.33057678637891,24.51437451437452,69.11421911421911,6.41025641025641,8941.1,6192.57,200.1969,291.01,50.9,80.1,160.01,10430.0,0.0
463,2007,21.89,289,21.5,62.2122,4.4,100.17,21.7240046385775,71.62736760726709,6.648627754155393,11130.9,7532.1,275.3682,342.19,54.89,98.48,188.82,12109.0,0.0
464,2008,23.0,292,21.9,67.4644,4.17016826652279,101.063355368948,21.972049689440993,71.38975155279503,6.6770186335403725,12481.5,8323.5,380.6589,395.91,60.51,115.76,219.64,13861.0,0.0
465,2009,22.91,296,22.3,69.5474,4.17,101.25,19.757433489827854,73.23943661971832,7.003129890453835,13544.4,9034.3,470.1322,441.36,63.88,136.63,240.85,15295.0,0.0
466,2010,16.3,300,22.67,73.2328,4.01,101.76,24.3718782944975,70.53486400647533,5.093257699027202,14980.0,9685.5,758.11,605.83,74.47,208.79,322.57,20077.0,3.09
467,2011,17.3,303,22.71,76.5746,3.95,100.66,23.079891933616363,72.09571593979159,4.824392126592049,16196.0,10399.0,758.11,605.83,74.47,208.79,322.57,20077.0,8.6
468,2012,25.6,308,22.75,79.3521,3.9,100.56,22.08804051421893,72.45812232177641,5.414881184261785,18028.32,11184.0,905.34,701.03,80.38,242.85,377.8,22936.0,3.4
469,2013,24.1,312,23.71,82.2018,3.86,100.07,23.262135922330092,71.5728155339806,5.165048543689322,20394.5,13678.6,1014.31,807.67,86.82,292.92,427.93,26068.0,2.6
470,2014,30.8,318,25.75,84.2968,3.83,100.22,24.57,69.94,5.49,22015.8,15669.4,1185.51,920.83,91.64,336.84,492.35,29252.0,3.0
471,2015,32.9,324,27.74,1268.0819,3.68,101.06,23.57,70.73,5.71,25456.6,17022.0,1381.46,1026.39,98.04,376.19,552.16,31999.0,4.1
472,2016,46.1,331,29.56,87.7386,3.66,100.37,24.06,70.99,4.97,27802.4,19440.5,1587.98,1151.41,115.78,429.17,606.46,35184.0,5.8
473,2017,46.5,337,30.89,87.6043,3.72,100.59,23.989989274222378,70.25384340364677,5.791919914193778,30671.1,21087.5,1681.94,1310.92,122.72,513.65,674.55,39267.0,5.7
474,2018,53.9,344,31.14,88.2618,2.43,99.8,23.535676251331207,70.78452254171104,5.679801206957757,33797.4,23029.4,1970.68,1477.63,130.25,628.37,719.01,43397.0,7.5
475,2000,259.24,1849,33.82,481.9128,3.72,105.63,27.3,68.17,4.53,5644.86,4422.93,190.9529,1364.36,288.18,586.84,489.34,7469.805639200656,21.000118255615234
476,2001,278.6,1876,36.78125,496.0769,3.68,105.75,26.30576104012553,68.71777628334455,4.976462676529926,6395.04,4931.4,263.3232,1485.48,288.12,630.37,566.99,7913.0,55.509521484375
477,2002,230686720.0,1905,1178.25,509.0471,3.65,104.93,24.789130764180012,69.0943987070054,6.116470528814586,56908316672.0,47244640256.0,361.1729,1598.28,305.0,672.1,621.18,8382.0,103.3125
478,2003,333.9,1934,-655360.0,526.136,3.59,105.79,24.721248805352026,69.84708505893596,5.4316661357120095,7173.54,5540.61,368.4676,1877.61,412.9,796.84,667.87,9700.0,12.0
479,2004,345.3,1963,120259084288.0,544.0459999999999,3.54,105.54,22.070974576271187,71.66843220338983,6.260593220338984,7503.0,5774.0,421.0446,2200.15,444.7,1010.07,745.38,11199.0,-57344.0
480,2005,343.6,2010,37.15,561.3076,3.5,105.32,23.54268946447717,69.97799221262908,6.479318322893741,7990.2,6207.52,519.0179,2604.19,509.99,1164.79,929.41,13108.0,33285996544.0
481,2006,307.2,2050,37.94,576.8729,3.4618256465158965,104.90348304444342,22.514854665167817,70.8366789786414,6.648466356190783,8871.3,6730.01,678.4723,3045.26,527.8,1459.3,1058.16,15000.0,3.838697169445522
482,2007,340.19,2095,39.15,599.491,3.41,105.08,21.4444679949131,71.74650275540482,6.8090292496820695,10313.4,7874.3,795.154,3523.16,628.72,1647.55,1246.89,16999.0,3.4000000000000004
483,2008,292.58,2131,39.64,612.4138,3.3996257105898,104.686656961151,20.932435276783835,71.87960429383287,7.187960429383288,11432.1,8669.4,1059.3638,4203.41,691.1,2086.74,1425.57,19893.0,3.6765371728696943
484,2009,298.23,2159,39.85,629.2123,3.37,104.5,21.202381579640655,72.13235681542758,6.659992623425892,12257.5,9327.6,1346.9125,4277.05,759.74,1929.59,1587.72,19942.0,3.19
485,2010,303.27,2185,43.01,646.0132,3.35,104.16,20.452144464921435,73.06595696745687,6.481898567621699,13644.0,10197.1,2284.49,6610.05,1139.03,3225.9,2245.12,30087.0,4.66
486,2011,344.5,2209,43.54,663.6966,3.32,103.78,19.945948810343914,73.44602829738753,6.60802289226856,15514.0,11839.0,2284.49,6610.05,1139.03,3225.9,2245.12,30087.0,5.03
487,2012,352.7,2233,43.98,675.1671,3.3,103.75,20.493827160493826,72.71068169618894,6.7954911433172285,17920.68,13892.0,2720.07,7505.31,1320.57,3481.56,2703.18,33796.0,5.91
488,2013,352.3,2264,44.47,682.1844,3.32,103.94,20.831549657534246,72.80072773972603,6.367722602739725,21091.5,16858.1,3067.12,8360.24,1468.29,3765.97,3125.98,37181.0,6.8100000000000005
489,2014,360.6,2298,46.07,692.0563,3.36,103.2,21.13,72.0,6.87,23214.0,17684.5,3317.79,9273.46,1538.6,3948.96,3785.9,40648.0,5.97
490,2015,380.0,2360,47.23,2722103296.0,3.37,103.06,21.82,71.05,7.13,26274.7,19414.7,3804.87,9324.8,1559.08,3596.4,4169.32,40036.0,10.7
491,2016,378.7,2398,48.35,689.4529,3.34,102.35,22.52,70.25,7.23,28463.4,21228.5,4138.25,9649.7,1648.97,3647.01,4353.72,40564.0,11.3
492,2017,371.4,2445,49.38,703.8114,3.25,101.47,22.879762493814944,69.83671449777337,7.283523008411678,30774.8,22796.9,4637.24,10881.96,1551.84,4330.89,4999.23,44941.0,11.5
493,2018,390.7,2487,50.91,708.4827,3.15,98.75,22.62576687116564,70.21840490797547,7.155828220858894,32763.5,24191.4,5012.45,12199.08,1692.09,4922.97,5584.02,49475.0,12.2
494,2000,162.28,4241,23.36,1030.597,3.96,106.99,26.02,67.98,6.0,6324.64,5185.31,414.1074,1955.09,436.26,843.24,675.59,4636.650381824218,11.470017433166504
495,2001,167.6,4287,-32.125,1046.7221,3.92,107.12,26.026828255186068,67.34429594155448,6.628875803259463,6797.71,5252.6,496.4302,2074.71,450.54,881.49,742.68,4866.0,6.48199462890625
496,2002,174.6,4333,168.0,1063.3541,3.89,107.06,24.432740012697217,68.52735780291096,7.039902184391827,7240.62,5828.06,526.8906,2232.32,470.5,951.48,810.34,5179.0,-3.453125
497,2003,197.6,4376,835584.0,1083.0594,3.86,107.18,24.62881688299561,68.33971425903445,7.031468857969933,7643.57,6023.56,587.3475,2465.29,502.84,1069.29,893.16,5662.0,156.0
498,2004,200.1,4415,5222680231936.0,1107.7599,3.82,107.2,22.474250936329582,69.79868913857679,7.724719101123595,8870.88,6837.01,663.6354,2959.48,604.33,1314.19,1040.96,6733.0,-1024000.0
499,2005,205.7,4450,29.5,1116.2957,3.83,106.95,24.11589045886605,68.35914090578044,7.524968635353518,9265.9,6996.9,766.3115,3472.89,669.81,1432.76,1370.32,7835.0,-1133871366144.0
500,2006,218.3,4483,30.5,1183.4469,3.646761760075589,106.7730300153594,22.696390144829422,69.7792499818661,7.524359873304481,10069.9,7379.81,893.5821,4006.72,749.81,1712.6,1544.31,8970.0,1.106631886807367
501,2007,256.58,4514,31.6,1222.3237,3.58,106.72,22.52780537449417,70.02350432528047,7.448690300225352,11496.1,7921.8,1135.2175,4741.31,837.35,2051.08,1852.88,10540.0,1.13
502,2008,283.7,4543,33.0,1252.9702,3.52572998144728,106.641892536018,22.133489632940144,69.99047549271009,7.876034874349768,13250.2,9076.6,1470.2388,5700.1,1020.94,2451.09,2228.07,12587.0,0.9073104440625128
503,2009,282.11,4571,34.0,1286.3384,3.47,106.53,21.502718734552644,69.90113692535837,8.596144340088976,14423.9,10201.8,1952.3395,6169.75,1067.6,2582.53,2519.62,13539.0,1.04
504,2010,265.47,4602,34.7,1323.4689,3.42,106.22,20.72539103577572,71.64850361672171,7.626105347502585,16065.0,11074.1,2929.6,8893.12,1411.01,3780.32,3701.79,19265.0,2.66
505,2011,300.2,4631,36.8,1346.8356,3.39,106.26,19.573349509655237,72.74289758366191,7.686280456981094,18576.0,12248.0,2929.6,8893.12,1411.01,3780.32,3701.79,19265.0,3.66
506,2012,306.7,4659,39.31,1409.2744,3.25,106.45,19.55805937130216,72.68868652569843,7.755826516437723,21074.5,13884.0,3572.66,10309.47,1654.55,4419.2,4235.72,22195.0,3.55
507,2013,324.1,4687,40.48,1476.5679,3.12,106.43,20.02326783867632,71.9622543950362,8.011892450879008,22460.0,14862.3,4096.51,11720.91,1895.34,4927.82,4897.75,25083.0,4.2
508,2014,349.5,4714,41.73,1517.4622,3.06,106.38,18.96,72.32,8.72,24299.0,16268.3,4437.98,12814.59,1990.07,5281.82,5542.7,27264.0,4.62
509,2015,371.0,4742,43.33,85.2454,3.07,106.77,19.12,72.48,8.41,26373.2,17675.0,4712.83,13619.17,2055.78,5416.12,6147.27,28806.0,5.0
510,2016,432.1,4771,45.03,1522.4884,3.08,106.63,19.53,72.09,8.38,28610.6,18622.4,5018.86,14788.42,2195.11,5690.16,6903.15,31093.0,4.7
511,2017,409.1,4801,46.69,1520.7311,3.11,106.39,18.932735651867336,72.66614621370469,8.401118134427964,30995.9,19559.7,5712.97,16376.34,2338.37,6204.97,7833.0,34221.0,4.9
512,2018,435.8,4830,47.81,1515.5037,2.92,102.41,18.08053759094584,72.34488682295877,9.574575586095392,33487.9,21626.4,6075.03,17881.12,2498.86,6957.44,8424.82,37136.0,4.800000000000002
513,2000,436.42,4680,48.67,1440.1970000000001,3.13,106.04,18.07,73.09,8.84,9279.16,7020.22,431.2958,6036.34,664.16,3183.47,2188.71,13460.932935504443,1.620004653930664
514,2001,515.9,4729,61.5703125,1447.6705,3.12,105.82,17.30357344155112,72.44955472889191,10.246871829556985,10464.67,7952.39,597.2991,6748.15,695.15,3459.75,2593.25,14655.0,-7.4478759765625
515,2002,576.0,4776,4016.0,1466.1889,3.09,105.65,16.430334942865258,72.41582730669231,11.145098210579212,11715.6,8713.08,749.9039,7796.0,694.0,3982.0,3120.0,16838.0,-21.171875
516,2003,674.7,4857,-41418752.0,1485.7214,3.06,105.4,16.11007097139374,72.39517568685505,11.494753341751206,13179.53,9712.89,896.7739999999999,9395.0,728.0,4941.0,3726.0,20147.0,-420.0
517,2004,705.2,4925,15393162788864.0,1509.2929,3.03,105.08,15.610087124031349,74.60706624053238,9.782846635436275,14546.0,10636.0,1062.9355,11243.0,816.0,6045.0,4382.0,23942.0,-2949120.0
518,2005,762.5,4991,56.02,1534.1589999999999,3.0,104.73,15.899990745596444,73.52207175247555,10.577937501928,16293.8,12253.74,1265.5345,13437.85,892.83,7166.15,5378.87,27702.684651265245,2680059592704.0
519,2006,687.7,5072,56.5,1556.5301,2.9741983788170883,104.43894309789324,14.99461810513367,74.96869714210399,10.03668475276234,18265.1,13348.51,1471.8593,15742.51,925.1,8509.57,6307.85,31874.0,3.7571592210767473
520,2007,772.04,5155,57.2,1578.8506,2.95,104.16,14.660588081319256,74.7077043887968,10.631707529883954,20573.8,14091.2,1806.7928,18780.44,986.02,10148.45,7645.96,37411.0,3.33
521,2008,806.78,5212,57.6,1595.6979,2.93780433000507,103.919824376194,14.019607843137255,75.32897603485839,10.651416122004358,22726.7,15158.3,2208.5756,21486.92,1095.43,11580.33,8811.17,42214.0,3.3117567364142753
522,2009,925.62,5276,57.9,1604.1687,2.94,103.63,13.850281491907108,75.07697044334975,11.07274806474314,24610.8,16683.5,2653.3486,22990.35,1163.08,11908.49,9918.78,44641.0,4.18
523,2010,959.01,5447,61.62,1607.856,2.95,103.35,13.208682083273873,77.45461889417862,9.336699022547512,27359.0,17858.2,3842.59,32318.85,1583.04,16555.58,14180.23,59249.0,4.989999999999998
524,2011,1018.1,5463,62.3,1618.0372,2.96,103.08,12.608732913399322,78.82332776278014,8.567939323820543,30971.0,20437.0,3842.59,32318.85,1583.04,16555.58,14180.23,59249.0,6.86
525,2012,1055.0,5477,63.2,1616.2491,2.97,102.88,12.336980306345732,78.9124726477024,8.74835886214442,34550.3,21545.0,4161.88,34665.33,1667.88,17316.32,15681.13,63374.0,8.3
526,2013,1123.3,5498,64.0,1622.4445,2.98,102.65,11.938028913963327,78.86327574047955,9.198695345557123,37079.7,25253.5,4730.47,37568.49,1784.62,18446.65,17337.22,68462.0,8.26
527,2014,1229.1,5508,64.87,1630.4936,2.98,102.42,12.03,78.35,9.62,40392.7,27241.7,5159.57,40173.03,1777.18,19175.06,19220.79,73002.0,9.72
528,2015,1332.6,5539,65.8,1642.4184,2.97,102.16,12.91,75.82,11.27,43714.5,28661.3,6645.98,42886.49,1832.91,19711.67,21341.91,77644.0,12.3
529,2016,1433.5,5590,67.0,1652.9889,2.97,101.96,12.95,75.42,11.63,47237.2,30067.7,6974.26,47251.36,1965.18,21194.61,24091.57,84916.0,12.8
530,2017,1454.6,5657,68.0,1671.9954,2.97,101.68,12.172288665106391,75.34837781547249,12.479333519421125,51260.7,31924.2,7530.32,51768.26,1933.92,22232.08,27602.26,92057.0,13.9
531,2018,1474.6,5737,68.9,1694.7968,2.96,99.8,13.694348768975631,73.31930093124123,12.986350299783135,55574.3,34597.9,8629.53,56197.15,1967.01,23505.88,30724.26,98643.0,14.0
532,2000,244.39,1364,77.54,397.9056,2.8,102.44,13.6,78.04,8.36,10349.69,8493.49,442.9969,2478.76,89.97,943.51,1445.28,22459.656594028907,7.219852447509766
533,2001,303.0,1385,89.78125,405.2909,2.78,102.37,12.346338856226618,78.75085897533786,8.90280216843552,11577.78,8922.72,559.1063,2845.65,93.08,1030.6,1721.97,25523.0,-12.386962890625
534,2002,321.4,1423,-8540.0,416.2487,2.75,102.52,11.433360052466664,77.7891131676747,10.777526779858633,12462.48,10284.6,628.3496,3212.71,98.05,1116.53,1998.13,28449.0,-43.96875
535,2003,454.5,1456,124780544.0,427.6216,2.7,102.43,10.561478322672352,78.23738450604122,11.201137171286426,13882.62,11123.84,734.8043,3663.1,95.64,1311.86,2255.6,32061.0,704.0
536,2004,491.0,1493,-1398578790531072.0,439.801,2.66,102.03,9.955674382607473,78.92070639555338,11.12361922183916,15638.0,12200.0,898.2756,4283.31,102.9,1610.37,2570.04,37058.0,-7471104.0
537,2005,454.6,1538,83.62,451.6967,2.62,101.96,10.281852030140188,78.90481476751383,10.813333202345984,17653.0,13244.2,1058.3114,6886.31,97.99,2026.51,4761.81,45443.692876233225,65970697666560.0
538,2006,538.2,1601,84.33,463.6497,2.5880840643270124,101.84610560867912,9.976213795998321,78.7952987267385,11.228487477263188,19977.5,14825.41,1296.8389,7870.28,98.04,2191.43,5580.81,50467.0,19.40111420612813
539,2007,600.94,1676,84.5,473.0187,2.57,101.79,9.626219595987356,80.17727085337364,10.196509550639,21988.7,15330.4,1649.5023,9353.32,101.26,2509.4,6742.66,58204.0,19.41
540,2008,656.61,1771,84.9,481.1849,2.5609282419294503,101.61711890138399,9.707689191926011,80.01080132316208,10.288260311888203,24724.9,16460.3,1959.2857,10488.03,112.81,2693.15,7682.07,63029.0,18.35020992837741
541,2009,656.12,1860,85.0,488.7495,2.55,101.49,9.916534181240063,79.98807631160572,10.095389507154213,26738.5,17893.3,2319.3658,12153.03,118.29,2855.55,9179.19,70452.0,20.78
542,2010,632.98,1962,85.96,496.069,2.54,101.22,8.603943185239027,82.68292232738034,8.713134487380616,29073.0,19934.5,3245.23,16251.93,136.27,3752.48,12363.18,81658.0,24.28
543,2011,634.4,2019,86.2,503.1503,2.55,101.06,8.755653484866057,82.43070857010322,8.8194363910472,32903.0,21984.0,3245.23,16251.93,136.27,3752.48,12363.18,81658.0,32.370000000000005
544,2012,648.3,2069,86.2,509.2092,2.55,100.88,9.37680991544075,82.02826363952276,8.600718174446891,36468.75,24046.0,3685.31,17879.4,150.2,4059.27,13669.93,87475.0,34.29
545,2013,671.7,2115,86.3,516.2438,2.55,100.71,9.923226767503152,81.4999427065429,8.582559871662657,44563.9,31632.2,4173.66,19500.56,161.83,4352.3,14986.43,93213.0,33.09
546,2014,733.8,2152,86.35,522.6058,2.55,100.49,10.16,81.29,8.55,48531.8,33717.5,4524.67,21330.83,158.99,4544.8,16627.04,99995.0,37.37
547,2015,790.3,2171,86.5,529.2333,2.54,100.22,10.12,79.22,10.65,52859.2,36642.0,5737.7,23014.59,140.21,4542.64,18331.74,106497.0,32.9
548,2016,872.6,2173,86.5,537.2752,2.53,100.1,10.88,77.38,11.74,57275.3,38255.5,6406.77,25669.13,129.79,4944.44,20594.9,118198.0,34.4
549,2017,924.8,2171,86.5,543.1952,2.5,99.35,10.909499466322117,76.58558507948992,12.499297792258863,62406.3,40346.3,6824.53,28014.94,120.42,5326.76,22567.76,128994.0,37.6
550,2018,975.1,2154,86.5,548.6312,2.53,99.06,10.467945453516665,78.27759859672949,11.254455949753863,67989.9,42925.6,7471.43,30319.98,118.69,5647.65,24553.64,140211.0,39.5
551,2000,523.89,1609,88.31,475.7349,2.78,101.43,12.19,76.28,11.53,11718.01,8868.19,608.5621,4551.15,83.2,2163.68,2304.27,34546.97961104616,38.37040710449219
552,2001,526.5,1668,71.59375,478.9249,2.77,101.44,12.093463845910955,73.8616987685507,14.05115251026208,12883.46,9336.1,708.1382,4950.84,85.5,2355.53,2509.81,37382.0,33.68670654296875
553,2002,376.9,1713,-3920.0,481.7675,2.77,101.49,10.716962278291279,75.84311766175371,13.439920059955034,13249.8,10464.0,862.3847,5408.76,88.24,2564.69,2755.83,40646.0,31.421875
554,2003,585.3,1766,65536000.0,486.064,2.76,101.37,8.810161260195505,74.82099495672746,16.375070045451714,14867.49,11040.34,1088.4386,6250.81,90.64,3130.72,3029.45,46718.0,1216.0
555,2004,609.7,1835,384829069721600.0,490.5812,2.76,101.25,8.795353849838342,75.80529277930786,15.399353370853794,16683.0,12631.0,1382.5254,7450.27,96.71,3788.22,3565.34,55307.0,-16252928.0
556,2005,622.3,1890,89.09,496.6882,2.74,101.0,9.000174207885243,79.03514325411831,11.964682537996438,18645.0,13773.41,1646.255,9154.18,80.34,4452.92,4620.92,51474.0,-156130651144192.0
557,2006,658.3,1964,88.7,499.5406,2.7386817007466457,100.76873045815063,8.096822995461423,77.48865355521937,14.414523449319216,20667.9,14761.75,1795.566,10366.37,93.8,5028.37,5244.2,57695.0,14.45578231292517
558,2007,690.66,2064,88.7,503.2891,2.74,100.48,7.966243715585349,77.78908307397654,14.250658367249224,23622.7,17255.4,2181.678,12188.85,101.84,5678.51,6408.5,66367.0,13.48
559,2008,676.0,2141,88.6,506.63599999999997,2.7456451969461297,100.015313427029,7.903168387326452,79.05541711166488,13.041414501008664,26674.9,19397.9,2593.9161,13698.15,111.8,6235.92,7350.43,73124.0,14.528969482529893
560,2009,710.0,2210,88.6,509.7912,2.75,99.69,7.559176876412513,78.36326870465089,14.083501843701676,28837.8,20992.4,2989.65,15046.45,113.82,6001.78,8930.85,78989.0,15.92
561,2010,732.0,2303,89.3,519.2674,2.72,99.27,8.613936820382433,81.25837236018147,10.127690819436092,31838.0,23200.4,3914.88,19195.69,124.94,7927.89,11142.86,82560.0,15.65
562,2011,704.0,2347,89.3,522.0103,2.72,99.07,8.286796968488233,83.84523334662944,7.8729557239728765,36230.0,25102.0,3914.88,19195.69,124.94,7927.89,11142.86,82560.0,16.43
563,2012,716.0,2380,89.3,524.3139,2.72,98.93,8.46339744235223,82.52441848756419,9.012184070083578,40188.34,26253.0,4184.02,20181.72,127.8,7854.77,12199.15,85373.0,17.79
564,2013,735.0,2415,89.6,527.5188,2.72,98.82,9.361830222757376,79.99698976520169,10.64118001204094,44878.3,32447.2,4528.61,21602.12,129.28,8027.77,13445.07,90092.0,18.55
565,2014,608.4,2426,89.6,532.5453,2.7,98.72,10.11,80.21,9.68,48841.4,35182.4,4923.44,23567.7,124.26,8167.71,15275.72,97370.0,23.25
566,2015,613.2,2415,87.6,536.7581,2.69,98.59,9.34,77.84,12.82,52961.9,36946.1,6191.56,25123.45,109.82,7991.0,17022.63,103796.0,26.8
567,2016,629.4,2420,87.9,541.2021,2.68,98.47,9.67,77.36,12.96,57691.7,39856.8,6918.94,28178.65,109.47,8406.28,19662.9,116562.0,28.1
568,2017,743.1,2418,87.7,546.1292,2.66,98.29,9.946534853223039,75.78936749722588,14.259053767779687,62595.7,42304.3,7547.62,30632.99,110.78,9330.67,21191.54,126634.0,29.8
569,2018,784.7,2424,88.1,551.9457,2.7,98.09,9.83548825275444,75.21255722694572,14.951954520299845,68033.6,46015.2,8351.54,32679.87,104.37,9732.54,22842.96,134982.0,30.8
570,2000,224.6,1001,71.99,293.2644,3.13,102.44,16.75,74.93,8.33,8140.5,6121.04,187.0521,1639.36,73.54,820.17,745.65,17993.195038963888,26.250104904174805
571,2001,218.6,1004,57.375,295.9107,3.12,102.53,17.215320910973087,73.59213250517598,9.182194616977227,8958.7,6987.22,234.6673,1840.1,78.55,904.64,856.91,20154.0,10.977783203125
572,2002,162.6,1007,1232.0,299.7637,3.09,102.26,14.556771408493125,74.7013352073085,10.741893384198372,9337.56,7191.96,265.2103,2051.16,84.0,1001.9,965.26,22380.0,-19.3125
